id,"typ",parent_id,"handle","name","site_url","thumbnail",carousel_include,"carousel_description","carousel_image_file_name","carousel_image_content_type",carousel_image_file_size,"carousel_image_updated_at","created_at","updated_at"
248,"archive",337,"mjp_coterie","Modernist Journals Project: Coterie","http://www.modjourn.org","http://www.modjourn.org/img/transparentdancer.gif",NULL," is a digital edition within the Modernist Journals Project, a major resource for the study of modernism in the English-speaking world, with periodical literature as its central concern. The project's primary mission is to produce digital editions of culturally significant magazines from around the early 20th century.",NULL,NULL,NULL,NULL,"2015-08-06 02:10:59","2016-05-04 22:58:22"
249,"archive",337,"mjp_dana","Modernist Journals Project: Dana","http://www.modjourn.org","http://www.modjourn.org/img/transparentdancer.gif",NULL," is a digital edition within the Modernist Journals Project, a major resource for the study of modernism in the English-speaking world, with periodical literature as its central concern. The project's primary mission is to produce digital editions of culturally significant magazines from around the early 20th century.",NULL,NULL,NULL,NULL,"2015-08-06 02:12:42","2016-05-04 22:58:33"
250,"archive",337,"mjp_dome","Modernist Journals Project: Dome","http://www.modjourn.org","http://www.modjourn.org/img/transparentdancer.gif",NULL," is a digital edition within the Modernist Journals Project, a major resource for the study of modernism in the English-speaking world, with periodical literature as its central concern. The project's primary mission is to produce digital editions of culturally significant magazines from around the early 20th century.",NULL,NULL,NULL,NULL,"2015-08-06 02:13:31","2016-05-04 22:58:43"
251,"archive",337,"mjp_egoist","Modernist Journals Project: Egoist","http://www.modjourn.org","http://www.modjourn.org/img/transparentdancer.gif",NULL," is a digital edition within the Modernist Journals Project, a major resource for the study of modernism in the English-speaking world, with periodical literature as its central concern. The project's primary mission is to produce digital editions of culturally significant magazines from around the early 20th century.",NULL,NULL,NULL,NULL,"2015-08-06 02:14:36","2016-05-04 22:58:54"
252,"archive",337,"mjp_englishreview","Modernist Journals Project: English Review","http://www.modjourn.org","http://www.modjourn.org/img/transparentdancer.gif",NULL," is a digital edition within the Modernist Journals Project, a major resource for the study of modernism in the English-speaking world, with periodical literature as its central concern. The project's primary mission is to produce digital editions of culturally significant magazines from around the early 20th century.",NULL,NULL,NULL,NULL,"2015-08-06 02:15:29","2016-05-04 22:59:05"
253,"archive",337,"mjp_freewoman","Modernist Journals Project: Freewoman","http://www.modjourn.org","http://www.modjourn.org/img/transparentdancer.gif",NULL," is a digital edition within the Modernist Journals Project, a major resource for the study of modernism in the English-speaking world, with periodical literature as its central concern. The project's primary mission is to produce digital editions of culturally significant magazines from around the early 20th century.",NULL,NULL,NULL,NULL,"2015-08-06 02:16:09","2016-05-04 22:59:16"
254,"archive",337,"mjp_imagistanthology","Modernist Journals Project: Imagist Anthologies","http://www.modjourn.org","http://www.modjourn.org/img/transparentdancer.gif",NULL," is a digital edition within the Modernist Journals Project, a major resource for the study of modernism in the English-speaking world, with periodical literature as its central concern. The project's primary mission is to produce digital editions of culturally significant magazines from around the early 20th century.",NULL,NULL,NULL,NULL,"2015-08-06 02:17:29","2016-05-04 22:59:26"
255,"archive",337,"mjp_littlereview","Modernist Journals Project: Little Review","http://www.modjourn.org","http://www.modjourn.org/img/transparentdancer.gif",NULL," is a digital edition within the Modernist Journals Project, a major resource for the study of modernism in the English-speaking world, with periodical literature as its central concern. The project's primary mission is to produce digital editions of culturally significant magazines from around the early 20th century.",NULL,NULL,NULL,NULL,"2015-08-06 02:18:01","2016-05-04 22:59:35"
257,"archive",337,"mjp_mcclures","Modernist Journals Project: McClure's Magazine","http://www.modjourn.org","http://www.modjourn.org/img/transparentdancer.gif",NULL," is a digital edition within the Modernist Journals Project, a major resource for the study of modernism in the English-speaking world, with periodical literature as its central concern. The project's primary mission is to produce digital editions of culturally significant magazines from around the early 20th century.",NULL,NULL,NULL,NULL,"2015-08-06 02:19:15","2016-05-04 23:00:11"
258,"archive",337,"mjp_misc","Modernist Journals Project: Miscellaneous Journals","http://www.modjourn.org/","http://www.modjourn.org/img/transparentdancer.gif",NULL," is a digital edition within the Modernist Journals Project, a major resource for the study of modernism in the English-speaking world, with periodical literature as its central concern. The project's primary mission is to produce digital editions of culturally significant magazines from around the early 20th century.",NULL,NULL,NULL,NULL,"2015-08-06 02:20:37","2016-05-04 22:59:47"
259,"archive",337,"mjp_newage","Modernist Journals Project: New Age","http://www.modjourn.org","http://www.modjourn.org/img/transparentdancer.gif",NULL," is a digital edition within the Modernist Journals Project, a major resource for the study of modernism in the English-speaking world, with periodical literature as its central concern. The project's primary mission is to produce digital editions of culturally significant magazines from around the early 20th century.","mjp_homepage.jpg","image/jpeg",33083,"2015-08-06 02:35:59","2015-08-06 02:21:20","2016-05-04 23:00:00"
260,"archive",337,"mjp_newfreewoman","Modernist Journals Project: New Freewoman","http://www.modjourn.org","http://www.modjourn.org/img/transparentdancer.gif",NULL," is a digital edition within the Modernist Journals Project, a major resource for the study of modernism in the English-speaking world, with periodical literature as its central concern. The project's primary mission is to produce digital editions of culturally significant magazines from around the early 20th century.",NULL,NULL,NULL,NULL,"2015-08-06 02:22:17","2016-05-04 23:00:23"
261,"archive",337,"mjp_others","Modernist Journals Project: Others","http://www.modjourn.org","http://www.modjourn.org/img/transparentdancer.gif",NULL," is a digital edition within the Modernist Journals Project, a major resource for the study of modernism in the English-speaking world, with periodical literature as its central concern. The project's primary mission is to produce digital editions of culturally significant magazines from around the early 20th century.",NULL,NULL,NULL,NULL,"2015-08-06 02:22:54","2016-05-04 23:00:33"
262,"archive",337,"mjp_owl","Modernist Journals Project: Owl","http://www.modjourn.org","http://www.modjourn.org/img/transparentdancer.gif",NULL," is a digital edition within the Modernist Journals Project, a major resource for the study of modernism in the English-speaking world, with periodical literature as its central concern. The project's primary mission is to produce digital editions of culturally significant magazines from around the early 20th century.",NULL,NULL,NULL,NULL,"2015-08-06 02:23:58","2016-05-04 23:00:42"
263,"archive",337,"mjp_poetry","Modernist Journals Project: Poetry","http://www.modjourn.org","http://www.modjourn.org/img/transparentdancer.gif",NULL," is a digital edition within the Modernist Journals Project, a major resource for the study of modernism in the English-speaking world, with periodical literature as its central concern. The project's primary mission is to produce digital editions of culturally significant magazines from around the early 20th century.",NULL,NULL,NULL,NULL,"2015-08-06 02:25:00","2016-05-04 23:00:54"
264,"archive",337,"mjp_rhythm","Modernist Journals Project: Rhythm","http://www.modjourn.org","http://www.modjourn.org/img/transparentdancer.gif",NULL," is a digital edition within the Modernist Journals Project, a major resource for the study of modernism in the English-speaking world, with periodical literature as its central concern. The project's primary mission is to produce digital editions of culturally significant magazines from around the early 20th century.",NULL,NULL,NULL,NULL,"2015-08-06 02:25:44","2016-05-04 23:01:04"
265,"archive",337,"mjp_scribners","Modernist Journals Project: Scribner's Magazine","http://www.modjourn.org","http://www.modjourn.org/img/transparentdancer.gif",NULL," is a digital edition within the Modernist Journals Project, a major resource for the study of modernism in the English-speaking world, with periodical literature as its central concern. The project's primary mission is to produce digital editions of culturally significant magazines from around the early 20th century.",NULL,NULL,NULL,NULL,"2015-08-06 02:26:51","2016-05-04 23:01:13"
266,"archive",337,"mjp_sevenarts","Modernist Journals Project: Seven Arts","http://www.modjourn.org/","http://www.modjourn.org/img/transparentdancer.gif",NULL," is a digital edition within the Modernist Journals Project, a major resource for the study of modernism in the English-speaking world, with periodical literature as its central concern. The project's primary mission is to produce digital editions of culturally significant magazines from around the early 20th century.",NULL,NULL,NULL,NULL,"2015-08-06 02:32:26","2016-05-04 23:01:23"
267,"archive",337,"mjp_tyro","Modernist Journals Project: Tyro","http://www.modjourn.org","http://www.modjourn.org/img/transparentdancer.gif",NULL," is a digital edition within the Modernist Journals Project, a major resource for the study of modernism in the English-speaking world, with periodical literature as its central concern. The project's primary mission is to produce digital editions of culturally significant magazines from around the early 20th century.",NULL,NULL,NULL,NULL,"2015-08-06 02:33:05","2016-05-04 23:01:37"
268,"archive",337,"mjp_wheels","Modernist Journals Project: Wheels","http://www.modjourn.org","http://www.modjourn.org/img/transparentdancer.gif",NULL," is a digital edition within the Modernist Journals Project, a major resource for the study of modernism in the English-speaking world, with periodical literature as its central concern. The project's primary mission is to produce digital editions of culturally significant magazines from around the early 20th century.",NULL,NULL,NULL,NULL,"2015-08-06 02:34:12","2016-05-04 23:01:48"
269,"archive",338,"bmtn_bmtnaab","Blue Mountain Project: Action","http://bluemountain.princeton.edu","http://bluemountain.princeton.edu/resources/images/logo.png",NULL," is a digital edition within the Blue Mountain Project. Drawing on Princeton University’s exceptional collections and curatorial and academic expertise, the Blue Mountain Project is a digital thematic research collection of art, music and literary periodicals published between 1848, the year of the European Revolutions, and 1923 – a functional boundary for works presumed to be in the public domain.",NULL,NULL,NULL,NULL,"2015-08-06 02:39:00","2016-05-04 23:03:08"
271,"archive",338,"bmtn_bmtnaac","Blue Mountain Project: La Cité","http://bluemountain.princeton.edu","http://bluemountain.princeton.edu/resources/images/logo.png",NULL,"",NULL,NULL,NULL,NULL,"2015-08-06 02:40:49","2016-05-04 23:03:22"
272,"archive",338,"bmtn_bmtnaad","Blue Mountain Project: Le coeur à barbe","http://bluemountain.princeton.edu","http://bluemountain.princeton.edu/resources/images/logo.png",NULL,"",NULL,NULL,NULL,NULL,"2015-08-06 02:41:38","2016-05-04 23:03:35"
273,"archive",338,"bmtn_bmtnaae","Blue Mountain Project: Dada","http://bluemountain.princeton.edu","http://bluemountain.princeton.edu/resources/images/logo.png",NULL,"",NULL,NULL,NULL,NULL,"2015-08-06 02:42:24","2016-05-04 23:04:17"
274,"archive",338,"bmtn_bmtnaaf","Blue Mountain Project: Elan","http://bluemountain.princeton.edu","http://bluemountain.princeton.edu/resources/images/logo.png",NULL,"",NULL,NULL,NULL,NULL,"2015-08-06 02:43:13","2016-05-04 23:04:25"
275,"archive",338,"bmtn_bmtnaag","Blue Mountain Project: Klingen","http://bluemountain.princeton.edu","http://bluemountain.princeton.edu/resources/images/logo.png",NULL,"",NULL,NULL,NULL,NULL,"2015-08-06 02:44:35","2016-05-04 23:04:36"
276,"archive",338,"bmtn_bmtnaai","Blue Mountain Project: Poesia","http://bluemountain.princeton.edu","http://bluemountain.princeton.edu/resources/images/logo.png",NULL,"",NULL,NULL,NULL,NULL,"2015-08-06 02:45:02","2016-05-04 23:04:46"
277,"archive",338,"bmtn_bmtnaaj","Blue Mountain Project: Surréalisme","http://bluemountain.princeton.edu","http://bluemountain.princeton.edu/resources/images/logo.png",NULL,"",NULL,NULL,NULL,NULL,"2015-08-06 02:45:35","2016-05-04 23:04:56"
278,"archive",338,"bmtn_bmtnaal","Blue Mountain Project: Sturm-Bühne","http://bluemountain.princeton.edu","http://bluemountain.princeton.edu/resources/images/logo.png",NULL,"",NULL,NULL,NULL,NULL,"2015-08-06 02:46:03","2016-05-04 23:05:05"
279,"archive",338,"bmtn_bmtnaan","Blue Mountain Project: Volné Směry","http://bluemountain.princeton.edu","http://bluemountain.princeton.edu/resources/images/logo.png",NULL,"",NULL,NULL,NULL,NULL,"2015-08-06 02:47:11","2016-05-04 23:05:24"
280,"archive",338,"bmtn_bmtnaao","Blue Mountain Project: 291","http://bluemountain.princeton.edu","http://bluemountain.princeton.edu/resources/images/logo.png",NULL,"",NULL,NULL,NULL,NULL,"2015-08-06 02:47:37","2016-05-04 23:05:15"
281,"archive",338,"bmtn_bmtnaap","Blue Mountain Project: Broom","http://bluemountain.princeton.edu","http://bluemountain.princeton.edu/resources/images/logo.png",NULL,"",NULL,NULL,NULL,NULL,"2015-08-06 02:48:02","2016-05-04 23:05:34"
282,"archive",338,"bmtn_bmtnaaq","Blue Mountain Project: Bruno's Weekly","http://bluemountain.princeton.edu","http://bluemountain.princeton.edu/resources/images/logo.png",NULL,"",NULL,NULL,NULL,NULL,"2015-08-06 02:48:34","2016-05-04 23:05:43"
283,"archive",338,"bmtn_bmtnaas","Blue Mountain Project: Entretiens politiques & littéraires","http://bluemountain.princeton.edu","http://bluemountain.princeton.edu/resources/images/logo.png",NULL,"",NULL,NULL,NULL,NULL,"2015-08-06 02:49:03","2016-05-04 23:05:52"
284,"archive",338,"bmtn_bmtnaat","Blue Mountain Project: The Glebe","http://bluemountain.princeton.edu","http://bluemountain.princeton.edu/resources/images/logo.png",NULL,"",NULL,NULL,NULL,NULL,"2015-08-06 02:49:31","2016-05-04 23:06:03"
285,"archive",338,"bmtn_bmtnaau","Blue Mountain Project: The Mask","http://bluemountain.princeton.edu","http://bluemountain.princeton.edu/resources/images/logo.png",NULL,"",NULL,NULL,NULL,NULL,"2015-08-06 02:50:17","2016-05-04 23:06:13"
286,"archive",338,"bmtn_bmtnaav","Blue Mountain Project: New Numbers","http://bluemountain.princeton.edu","http://bluemountain.princeton.edu/resources/images/logo.png",NULL,"",NULL,NULL,NULL,NULL,"2015-08-06 02:50:46","2016-05-04 23:06:22"
287,"archive",338,"bmtn_bmtnaaw","Blue Mountain Project: Nord-Sud","http://bluemountain.princeton.edu","http://bluemountain.princeton.edu/resources/images/logo.png",NULL,"",NULL,NULL,NULL,NULL,"2015-08-06 02:51:29","2016-05-04 23:06:31"
290,"archive",338,"bmtn_bmtnaaz","Blue Mountain Project: Sic","http://bluemountain.princeton.edu","http://bluemountain.princeton.edu/resources/images/logo.png",NULL,"",NULL,NULL,NULL,NULL,"2015-08-06 02:52:21","2016-05-04 23:06:40"
291,"archive",338,"bmtn_bmtnaba","Blue Mountain Project: The Signature","http://bluemountain.princeton.edu","http://bluemountain.princeton.edu/resources/images/logo.png",NULL,"",NULL,NULL,NULL,NULL,"2015-08-06 02:52:51","2016-05-04 23:06:50"
292,"archive",338,"bmtn_bmtnabb","Blue Mountain Project: Zeit-Echo","http://bluemountain.princeton.edu","http://bluemountain.princeton.edu/resources/images/logo.png",NULL,"",NULL,NULL,NULL,NULL,"2015-08-06 02:53:20","2016-05-04 23:06:59"
293,"archive",338,"bmtn_bmtnabc","Blue Mountain Project: La Chronique musicale","http://bluemountain.princeton.edu","http://bluemountain.princeton.edu/resources/images/logo.png",NULL,"",NULL,NULL,NULL,NULL,"2015-08-06 02:53:58","2016-05-04 23:07:09"
294,"archive",338,"bmtn_bmtnabd","Blue Mountain Project: Dalibor","http://bluemountain.princeton.edu","http://bluemountain.princeton.edu/resources/images/logo.png",NULL,"",NULL,NULL,NULL,NULL,"2015-08-06 02:54:25","2016-05-04 23:07:19"
295,"archive",338,"bmtn_bmtnabg","Blue Mountain Project: Der Sturm","http://bluemountain.princeton.edu","http://bluemountain.princeton.edu/resources/images/logo.png",NULL," is a digital edition within the Blue Mountain Project. Drawing on Princeton University’s exceptional collections and curatorial and academic expertise, the Blue Mountain Project is a digital thematic research collection of art, music and literary periodicals published between 1848, the year of the European Revolutions, and 1923 – a functional boundary for works presumed to be in the public domain.","bmtn_logo.jpg","image/jpeg",17877,"2015-08-06 03:13:20","2015-08-06 02:55:00","2016-05-04 23:07:28"
296,"archive",338,"bmtn_bmtnabh","Blue Mountain Project: Le Mercure Musical","http://bluemountain.princeton.edu","http://bluemountain.princeton.edu/resources/images/logo.png",NULL,"",NULL,NULL,NULL,NULL,"2015-08-06 02:57:03","2016-05-04 23:07:38"
297,"archive",338,"bmtn_bmtnabi","Blue Mountain Project: Niederrheinische Musik-Zeitung","http://bluemountain.princeton.edu","http://bluemountain.princeton.edu/resources/images/logo.png",NULL,"",NULL,NULL,NULL,NULL,"2015-08-06 02:57:40","2016-05-04 23:07:47"
298,"archive",338,"bmtn_bmtnabj","Blue Mountain Project: Revue d'Histoire et de Critique Musicales","http://bluemountain.princeton.edu","http://bluemountain.princeton.edu/resources/images/logo.png",NULL,"",NULL,NULL,NULL,NULL,"2015-08-06 02:58:39","2016-05-04 23:07:56"
299,"archive",338,"bmtn_bmtnabk","Blue Mountain Project: Umělecký mĕsíčník","http://bluemountain.princeton.edu","http://bluemountain.princeton.edu/resources/images/logo.png",NULL,"",NULL,NULL,NULL,NULL,"2015-08-06 02:59:40","2016-05-04 23:08:05"
300,"archive",338,"bmtn_bmtnabl","Blue Mountain Project: Proverbe","http://bluemountain.princeton.edu","http://bluemountain.princeton.edu/resources/images/logo.png",NULL,"",NULL,NULL,NULL,NULL,"2015-08-06 03:00:19","2016-05-04 23:08:14"
301,"archive",338,"bmtn_bmtnabm","Blue Mountain Project: Nowa Sztuka","http://bluemountain.princeton.edu","http://bluemountain.princeton.edu/resources/images/logo.png",NULL,"",NULL,NULL,NULL,NULL,"2015-08-06 03:00:46","2016-05-04 23:09:10"
302,"archive",338,"bmtn_bmtnabn","Blue Mountain Project: Ultra","http://bluemountain.princeton.edu","http://bluemountain.princeton.edu/resources/images/logo.png",NULL,"",NULL,NULL,NULL,NULL,"2015-08-06 03:01:47","2016-05-04 23:09:22"
303,"archive",338,"bmtn_bmtnaay","Blue Mountain Project: Secession","http://bluemountain.princeton.edu","http://bluemountain.princeton.edu/resources/images/logo.png",NULL,"",NULL,NULL,NULL,NULL,"2015-08-06 03:08:32","2016-05-04 23:09:35"
304,"archive",1,"bq","Blake/An Illustrated Quarterly","http://bq.blakearchive.org/","",NULL,"",NULL,NULL,NULL,NULL,"2015-08-06 16:17:38","2015-08-06 16:17:38"
305,"archive",41,"turningpoints-whs","Wisconsin Turning Points","http://www.wisconsinhistory.org/turningpoints/","",NULL,"The Turning Points collection contains hundreds of resources that point to eyewitness accounts, pictures, and museum objects.","9999002099-l.jpg","image/jpeg",16670,"2015-09-08 14:45:56","2015-09-07 21:00:33","2015-10-14 23:59:15"
307,"archive",2,"psb_eapoe_works","The Collected Works of Edgar Allan Poe","http://www.eapoe.org/works/index.htm","",NULL,"This site serves as a comprehensive collection of e-texts for the works of Edgar Allen Poe throughout his life.","Screen_Shot_2015-09-28_at_10.34.18_AM.png","image/png",1206329,"2015-09-28 14:34:52","2015-09-28 14:33:12","2015-09-28 14:34:52"
308,"archive",41,"umn-hufflanterns","Ned L. Huff Lantern Slides","http://umedia.lib.umn.edu/taxonomy/term/857","",NULL,"~3,336 digitized images from 5,000 lantern slides held in the University of Minnesota archives, used by local professor Ned Huff between 1906-1945 while teaching courses in general botany and Minnesota plant life.","873462.jpg","image/jpeg",19576,"2015-10-05 18:00:24","2015-10-05 18:00:00","2015-10-14 23:56:47"
309,"archive",53,"jstor-wordsworthcircle","The Wordsworth Circle","http://www.jstor.org/journal/wordsworthcircle","https://dh-arc-production.tamu.edu/arc-Images/jstor-images/wordsworthcircle.gif",NULL,"",NULL,NULL,NULL,NULL,"2015-10-12 18:09:02","2015-10-13 16:14:46"
310,"archive",53,"jstor-amerlitereal","American Literary Realism","http://www.jstor.org/journal/amerlitereal","https://dh-arc-production.tamu.edu/arc-Images/jstor-images/amerlitereal.gif",NULL,"",NULL,NULL,NULL,NULL,"2015-10-13 18:24:21","2015-10-13 18:24:21"
311,"archive",53,"jstor-victlitcult","Victorian Literature and Culture","http://www.jstor.org/journal/victlitcult","https://dh-arc-production.tamu.edu/arc-Images/jstor-images/victlitcult.gif",NULL,"",NULL,NULL,NULL,NULL,"2015-10-13 18:27:08","2015-10-13 18:27:08"
312,"archive",53,"jstor-victperiodrev","Victorian Periodicals Review","http://www.jstor.org/journal/victperiodrev","https://dh-arc-production.tamu.edu/arc-Images/jstor-images/victperiodrev.gif",NULL,"",NULL,NULL,NULL,NULL,"2015-10-13 18:30:01","2015-10-13 18:30:01"
313,"archive",53,"jstor-victorianstudies","Victorian Studies","http://www.jstor.org/journal/victorianstudies","https://dh-arc-production.tamu.edu/arc-Images/jstor-images/victorianstudies.jpg",NULL,"",NULL,NULL,NULL,NULL,"2015-10-13 18:31:46","2015-10-13 18:31:46"
314,"archive",53,"jstor-victpoet","Victorian Poetry","http://www.jstor.org/journal/victpoet","https://dh-arc-production.tamu.edu/arc-Images/jstor-images/victpoet.gif",NULL,"",NULL,NULL,NULL,NULL,"2015-10-13 18:36:30","2015-10-13 18:36:30"
315,"archive",53,"jstor-victrevi","Victorian Review","http://www.jstor.org/journal/victrevi","https://dh-arc-production.tamu.edu/arc-Images/jstor-images/victrevi.gif",NULL,"",NULL,NULL,NULL,NULL,"2015-10-13 18:37:45","2015-10-13 18:37:45"
316,"archive",41,"gldl","Great Lakes Digital Library","http://quod.lib.umich.edu/g/glrr/","",NULL,"A collection of research papers published by the Great Lakes Research Division of the University of Michigan Institute for Science and Technology, all centered around the science of the Great Lakes.","beach_banner.jpg","image/jpeg",33989,"2015-10-14 23:50:42","2015-10-13 19:37:18","2016-06-15 20:42:51"
317,"archive",53,"jstor-earlamerlite","Early American Literature","http://www.jstor.org/journal/earlamerlite","https://dh-arc-production.tamu.edu/arc-Images/jstor-images/earlamerlite.gif",NULL,"",NULL,NULL,NULL,NULL,"2015-10-13 21:13:10","2015-10-13 21:13:10"
318,"archive",53,"jstor-earlamerstud","Early American Studies","http://www.jstor.org/journal/earlamerstud","https://dh-arc-production.tamu.edu/arc-Images/jstor-images/earlamerstud.gif",NULL,"",NULL,NULL,NULL,NULL,"2015-10-13 21:14:13","2015-10-13 21:14:13"
319,"archive",53,"jstor-eighcent","The Eighteenth Century","http://www.jstor.org/journal/eighcent","https://dh-arc-production.tamu.edu/arc-Images/jstor-images/eighcent.gif",NULL,"",NULL,NULL,NULL,NULL,"2015-10-13 21:15:27","2015-10-13 21:15:27"
320,"archive",53,"jstor-eighcentirel","Eighteenth-Century Ireland / Iris an dá chultúr","http://www.jstor.org/journal/eighcentirel","https://dh-arc-production.tamu.edu/arc-Images/jstor-images/eighcentirel.gif",NULL,"",NULL,NULL,NULL,NULL,"2015-10-13 21:17:07","2015-10-13 21:17:07"
321,"archive",53,"jstor-eighcentstud","Eighteenth-Century Studies","http://www.jstor.org/journal/eighcentstud","https://dh-arc-production.tamu.edu/arc-Images/jstor-images/eighcentstud.gif",NULL,"",NULL,NULL,NULL,NULL,"2015-10-13 21:19:27","2015-10-13 21:19:27"
322,"archive",53,"jstor-jearlmodcultstud","Journal for Early Modern Cultural Studies","http://www.jstor.org/journal/jearlmodcultstud","https://dh-arc-production.tamu.edu/arc-Images/jstor-images/jearlmodcultstud.gif",NULL,"",NULL,NULL,NULL,NULL,"2015-10-13 21:21:32","2015-10-13 21:21:32"
323,"archive",53,"jstor-studengllite1500","Studies in English Literature, 1500-1900","http://www.jstor.org/journal/studengllite1500","https://dh-arc-production.tamu.edu/arc-Images/jstor-images/studengllite1500.gif",NULL,"",NULL,NULL,NULL,NULL,"2015-10-13 21:23:46","2015-10-13 21:23:46"
324,"archive",53,"jstor-jstudradi","Journal for the Study of Radicalism","http://www.jstor.org/journal/jstudradi","https://dh-arc-production.tamu.edu/arc-Images/jstor-images/jstudradi.jpeg",NULL,"",NULL,NULL,NULL,NULL,"2015-10-14 15:13:40","2015-10-14 15:13:40"
